"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"68817099999","2020-01-01","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  72.9"," 8","  56.4"," 8","1012.7"," 8","011.5"," 8","999.9"," 0"," 12.5"," 8"," 25.1","999.9","  80.6"," ","  67.6"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-02","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  71.1"," 8","  58.7"," 8","1014.2"," 8","013.0"," 8","999.9"," 0","  8.7"," 8"," 17.1","999.9","  80.6"," ","  62.4"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-03","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  70.9"," 8","  57.4"," 8","1015.4"," 8","014.2"," 8","999.9"," 0","  6.8"," 8"," 14.0","999.9","  80.2"," ","  63.3"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-04","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  71.3"," 8","  56.1"," 8","1012.4"," 8","011.2"," 8","999.9"," 0","  2.3"," 8","  5.1","999.9","  85.5"," ","  60.6"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-05","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  67.2"," 8","  59.2"," 8","1013.7"," 8","012.4"," 8","999.9"," 0","  3.2"," 8","  9.9","999.9","  85.5"," ","  59.5"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-06","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  68.7"," 8","  52.9"," 8","1013.3"," 8","012.1"," 8","999.9"," 0","  8.6"," 8"," 14.0","999.9","  74.7"," ","  61.5"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-07","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  75.9"," 8","  57.1"," 8","1008.1"," 8","006.8"," 8","999.9"," 0","  4.6"," 8"," 15.9","999.9","  93.9"," ","  65.1"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-08","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  68.3"," 8","  60.0"," 8","1010.3"," 8","009.1"," 8","999.9"," 0","  4.8"," 8"," 12.0","999.9","  93.9"," ","  60.8"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-09","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  68.0"," 5","  57.3"," 5","1016.8"," 5","015.6"," 5","999.9"," 0","  3.1"," 5","  7.0","999.9","  77.7"," ","  62.6"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-14","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  82.1"," 5","  65.7"," 5","1011.3"," 5","010.1"," 5","999.9"," 0"," 10.3"," 5"," 22.9","999.9","  90.9"," ","  65.7"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-16","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  79.3"," 5","  64.0"," 5","1010.6"," 5","009.4"," 5","999.9"," 0"," 16.7"," 5"," 28.0","999.9","  87.6"," ","  68.5"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-17","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  72.1"," 8","  61.2"," 8","1011.4"," 8","010.3"," 8","999.9"," 0"," 26.2"," 8"," 28.9","999.9","  87.6"," ","  68.5"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-18","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  68.5"," 8","  54.2"," 8","1011.8"," 8","010.5"," 8","999.9"," 0"," 22.7"," 8"," 25.1","999.9","  75.7"," ","  64.2"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-19","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  66.0"," 8","  54.8"," 8","1012.4"," 8","011.1"," 8","999.9"," 0"," 21.4"," 8"," 24.1","999.9","  73.6"," ","  63.0"," "," 0.01","G","999.9","000000"
"68817099999","2020-01-20","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  72.3"," 8","  56.8"," 8","1012.0"," 8","010.8"," 8","999.9"," 0"," 18.0"," 8"," 24.1","999.9","  80.8"," ","  63.7"," "," 0.12","G","999.9","000000"
"68817099999","2020-01-21","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  68.5"," 8","  56.5"," 8","1012.4"," 8","011.2"," 8","999.9"," 0","  4.2"," 8"," 15.9","999.9","  80.8"," ","  61.2"," "," 0.00","G","999.9","000000"
"68817099999","2020-01-22","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  67.6"," 8","  56.9"," 8","1012.7"," 8","011.5"," 8","999.9"," 0"," 13.2"," 8"," 22.9","999.9","  78.8"," ","  56.3"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-23","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  74.8"," 8","  54.0"," 8","1010.5"," 8","009.3"," 8","999.9"," 0"," 15.6"," 8"," 21.0","999.9","  81.1"," ","  67.1"," "," 0.00","I","999.9","000000"
"68817099999","2020-01-24","-33.9","18.4333333","2.0","CAPE TOWN PORTNET, SF","  75.4"," 8","  57.8"," 8","1010.3"," 8","009.1"," 8","999.9"," 0","  5.8"," 8"," 18.1","999.9","  87.6"," ","  61.7"," "," 0.00","I","999.9","000000"
