"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72539014836","2020-01-01","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  28.6","24","  19.4","24","1007.7","22","975.5","24","  9.7","24"," 11.3","24"," 15.0"," 25.1","  34.0"," ","  24.1"," "," 0.04","G","  2.0","001000"
"72539014836","2020-01-02","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  38.9","24","  27.1","24","1003.3","24","971.3","24"," 10.0","24"," 13.4","24"," 20.0"," 29.9","  45.0"," ","  24.1"," "," 0.00","G","  2.0","000000"
"72539014836","2020-01-03","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  38.9","24","  34.2","24","1007.1","23","975.0","24","  8.5","24","  6.2","24","  9.9","999.9","  45.0"," ","  35.1"," "," 0.00","G","  1.2","000000"
"72539014836","2020-01-04","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  32.0","24","  26.5","24","1011.9","19","979.5","24","  9.1","24","  5.4","24"," 11.1"," 22.9","  41.0"," ","  30.0"," "," 0.00","G","999.9","001000"
"72539014836","2020-01-05","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  30.2","24","  20.9","24","1017.0","18","984.1","24","  9.4","24"," 10.4","24"," 17.1"," 24.1","  35.1"," ","  28.0"," "," 0.00","G","999.9","001000"
"72539014836","2020-01-06","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  35.2","24","  23.8","24","1015.2","23","982.2","24","  9.6","24"," 14.3","24"," 20.0"," 29.9","  42.1"," ","  28.0"," "," 0.02","G","999.9","011000"
"72539014836","2020-01-07","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  31.9","24","  23.1","24","1015.4","23","982.8","24","  9.7","24","  8.2","24"," 18.1"," 26.0","  42.1"," ","  26.1"," "," 0.00","G","999.9","001000"
"72539014836","2020-01-08","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  23.7","24","  13.8","24","1022.6","20","987.9","24","  8.4","24"," 11.8","24"," 20.0"," 31.1","  37.9"," ","  14.0"," "," 0.06","G","999.9","101000"
"72539014836","2020-01-09","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  23.1","24","  13.1","24","1028.5","24","995.2","24"," 10.0","24"," 11.3","24"," 20.0"," 27.0","  45.0"," ","  10.9"," "," 0.00","G","  1.2","000000"
"72539014836","2020-01-10","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  46.5","24","  38.6","24","1018.8","22","986.6","24","  7.5","24"," 11.0","24"," 20.0"," 28.0","  48.0","*","  44.1","*"," 0.00","G","999.9","000000"
"72539014836","2020-01-11","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  40.1","24","  38.3","24","1011.8"," 7","980.4","24","  2.4","24"," 10.5","24"," 21.0"," 35.9","  51.1"," ","  30.0"," "," 1.82","G","999.9","011000"
"72539014836","2020-01-12","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  24.4","24","  20.0","24","1023.3","16","987.5","24","  7.1","24","  7.1","24"," 20.0"," 38.1","  30.9","*","  19.0","*"," 0.70","G","999.9","011000"
"72539014836","2020-01-13","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  29.4","24","  25.5","24","1027.0","15","993.4","24","  7.4","24","  6.2","24"," 11.1","999.9","  34.0"," ","  19.0"," "," 0.02","G","  1.2","001000"
"72539014836","2020-01-14","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  33.6","24","  27.9","24","1022.7","21","989.4","24","  8.7","24","  8.1","24"," 15.9"," 24.1","  37.0"," ","  27.0"," "," 0.00","A","  1.2","000000"
"72539014836","2020-01-15","42.7761","-84.5997","261.8","LANSING CAPITAL CITY AIRPORT, MI US","  33.3","24","  27.1","24","1020.7","23","988.0","24","  7.5","24","  6.3","24"," 15.0"," 26.0","  37.4","*","  26.1","*"," 0.00","G","  1.2","000000"
